mdl 파일 이름,교체 대상 텍스처 번호,페인트 아이템 번호,페인트 텍스처 경로
v_stormgiant.mdl,0,8710,resource/WeaponPaint/texture/y22s3$20@003_sg_2.bmp
v_stormgiant.mdl,1,8710,resource/WeaponPaint/texture/y22s3$20@003_sg_3.bmp
v_stormgiant.mdl,2,8710,resource/WeaponPaint/texture/y22s3$20@001_sg_1.bmp
p_stormgiant.mdl,0,8710,resource/WeaponPaint/texture/y22s3storm_giant_p.bmp
w_stormgiant.mdl,0,8710,resource/WeaponPaint/texture/y22s3storm_giant_p.bmp
s_stormgiant.mdl,0,8710,resource/WeaponPaint/texture/y22s3storm_giant_p.bmp
v_stormgiant_d3a3.mdl,0,8710,resource/WeaponPaint/texture/y22s3$20@003_sg_2.bmp
v_stormgiant_d3a3.mdl,1,8710,resource/WeaponPaint/texture/y22s3$20@003_sg_3.bmp
v_stormgiant_d3a3.mdl,2,8710,resource/WeaponPaint/texture/y22s3$20@001_sg_1.bmp
p_stormgiant_d3a3.mdl,0,8710,resource/WeaponPaint/texture/y22s3storm_giant_p.bmp
v_buffm4.mdl,2,8754,resource/WeaponPaint/texture/chn14th$20@004_m4a1b1.bmp
v_buffm4.mdl,3,8754,resource/WeaponPaint/texture/chn14th$20@004_m4a1b2.bmp
p_buffm4.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256dark_knight_p.bmp
s_buffm4.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256dark_knight_p.bmp
w_buffm4.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256dark_knight_p.bmp
v_buffm4_d3a3.mdl,2,8754,resource/WeaponPaint/texture/chn14th$20@004_m4a1b6_1.bmp
v_buffm4_d3a3.mdl,3,8754,resource/WeaponPaint/texture/chn14th$20@004_m4a1b6_2.bmp
p_buffm4_d3a3.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256dark_knight6_p.bmp
s_buffm4_d3a3.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256dark_knight6_p.bmp
w_buffm4_d3a3.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256dark_knight6_p.bmp
v_kronos7.mdl,1,8754,resource/WeaponPaint/texture/chn14thkronos7_v.bmp
p_kronos7.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256kronos7_p.bmp
s_kronos7.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256kronos7_p.bmp
w_kronos7.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256kronos7_p.bmp
v_m2.mdl,0,8754,resource/WeaponPaint/texture/chn14thm2_v.bmp
v_m2.mdl,3,8754,resource/WeaponPaint/texture/chn14thm2_6_v.bmp
v_m2.mdl,4,8754,resource/WeaponPaint/texture/chn14thm2_8_v.bmp
p_m2_1.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256m2_p.bmp
p_m2_1.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256m2_6_p.bmp
p_m2_1.mdl,2,8754,resource/WeaponPaint/texture/chn14th#256256m2_8_p.bmp
p_m2_2.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256m2_p.bmp
p_m2_2.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256m2_6_p.bmp
p_m2_2.mdl,2,8754,resource/WeaponPaint/texture/chn14th#256256m2_8_p.bmp
s_m2.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256m2_p.bmp
s_m2.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256m2_6_p.bmp
s_m2.mdl,2,8754,resource/WeaponPaint/texture/chn14th#256256m2_8_p.bmp
w_m2.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256m2_p.bmp
w_m2.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256m2_6_p.bmp
w_m2.mdl,2,8754,resource/WeaponPaint/texture/chn14th#256256m2_8_p.bmp
v_speargun.mdl,0,8754,resource/WeaponPaint/texture/chn14thspeargun_v.bmp
v_speargun.mdl,3,8754,resource/WeaponPaint/texture/chn14thspeargun6_v.bmp
p_speargun.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256speargun_p.bmp
p_speargun.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256speargun6_p.bmp
s_speargun.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256speargun_p.bmp
s_speargun.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256speargun6_p.bmp
w_speargun.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256speargun_p.bmp
w_speargun.mdl,1,8754,resource/WeaponPaint/texture/chn14th#256256speargun6_p.bmp
spear.mdl,0,8754,resource/WeaponPaint/texture/chn14thspeargun_arrow.bmp
spear.mdl,1,8754,resource/WeaponPaint/texture/chn14thspeargun6_arrow.bmp
v_buffm4tw.mdl,2,8754,resource/WeaponPaint/texture/chn14th$20@004_m4a1tw1.bmp
v_buffm4tw.mdl,3,8754,resource/WeaponPaint/texture/chn14th$20@004_m4a1tw2.bmp
p_buffm4tw.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256buffm4tw.bmp
s_buffm4tw.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256buffm4tw.bmp
w_buffm4tw.mdl,0,8754,resource/WeaponPaint/texture/chn14th#256256buffm4tw.bmp
v_xm1014.mdl,0,8801,resource/WeaponPaint/texture/y23s1xm1014-or.bmp
p_xm1014.mdl,0,8801,resource/WeaponPaint/texture/y23s1xm1014.bmp
s_xm1014.mdl,0,8801,resource/WeaponPaint/texture/y23s1xm1014.bmp
w_xm1014.mdl,0,8801,resource/WeaponPaint/texture/y23s1xm1014.bmp
v_plasmagun.mdl,0,8801,resource/WeaponPaint/texture/y23s1plasma_v_alpha.bmp
v_plasmagun.mdl,3,8801,resource/WeaponPaint/texture/y23s1plasma_v.bmp
p_plasmagun.mdl,0,8801,resource/WeaponPaint/texture/y23s1#128128plasma_p_alpha.bmp
p_plasmagun.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256256plasma_p.bmp
s_plasmagun.mdl,0,8801,resource/WeaponPaint/texture/y23s1#128128plasma_p_alpha.bmp
s_plasmagun.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256256plasma_p.bmp
w_plasmagun.mdl,0,8801,resource/WeaponPaint/texture/y23s1#128128plasma_p_alpha.bmp
w_plasmagun.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256256plasma_p.bmp
v_plasmagun_d3a3.mdl,0,8801,resource/WeaponPaint/texture/y23s1plasma6_v_alpha.bmp
v_plasmagun_d3a3.mdl,3,8801,resource/WeaponPaint/texture/y23s1plasma6_v.bmp
p_plasmagun_d3a3.mdl,0,8801,resource/WeaponPaint/texture/y23s1#084081plasma6_p_alpha.bmp
p_plasmagun_d3a3.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256269plasma6_p.bmp
w_plasmagun_d3a3.mdl,0,8801,resource/WeaponPaint/texture/y23s1#084081plasma6_p_alpha.bmp
w_plasmagun_d3a3.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256269plasma6_p.bmp
s_plasmagun_d3a3.mdl,0,8801,resource/WeaponPaint/texture/y23s1#084081plasma6_p_alpha.bmp
s_plasmagun_d3a3.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256269plasma6_p.bmp
v_watercannon.mdl,0,8801,resource/WeaponPaint/texture/y23s1watercannon_v.bmp
p_watercannon.mdl,0,8801,resource/WeaponPaint/texture/y23s1#256512watercnanon_p.bmp
w_watercannon.mdl,0,8801,resource/WeaponPaint/texture/y23s1#256512watercnanon_p.bmp
s_watercannon.mdl,0,8801,resource/WeaponPaint/texture/y23s1#256512watercnanon_p.bmp
v_gunkata.mdl,0,8801,resource/WeaponPaint/texture/y23s1$20@004gunslinger_v.bmp
v_gunkata.mdl,1,8801,resource/WeaponPaint/texture/y23s1$20@004gunslinger_v_gold.bmp
p_gunkata.mdl,0,8801,resource/WeaponPaint/texture/y23s1#256256gunslinger_p.bmp
w_gunkata.mdl,0,8801,resource/WeaponPaint/texture/y23s1#256256gunslinger_p.bmp
s_gunkata.mdl,1,8801,resource/WeaponPaint/texture/y23s1#256256gunslinger_p.bmp
v_turbulent9.mdl,0,8801,resource/WeaponPaint/texture/y23s1turbulent9_v.bmp
p_turbulent9.mdl,0,8801,resource/WeaponPaint/texture/y23s1turbulent9_p.bmp
p_gunkata2.mdl,0,8801,resource/WeaponPaint/texture/y23s1#256256gunslinger_p.bmp
